^SPX (Standard & Poors 500 Index),2933.68,0.0001,,,,,,,,,,,
Apr 24 2019 @ 05:45 ET,Bid,2904.86,Ask,2953.74,Size,1x1,Vol,,,,,,
SPX190719C02455000,0,0,486.4,489.6,0,0,SPX190719P02455000,0,0,6.4,6.7,0,5
SPXW190719C02455000,0,0,486.5,489.7,0,0,SPXW190719P02455000,6.53,-1.02,6.4,6.8,1,11
SPX190719C02460000,0,0,481.8,485,0,0,SPX190719P02460000,0,0,6.5,6.8,0,50
SPXW190719C02460000,0,0,481.7,484.9,0,0,SPXW190719P02460000,6.9,-0.8,6.6,6.9,25,25
SPX190719C02465000,0,0,476.7,479.9,0,1,SPX190719P02465000,0,0,6.6,7,0,344
SPXW190719C02465000,0,0,476.8,480,0,0,SPXW190719P02465000,0,0,6.7,7,0,0
SPX190719C02470000,0,0,471.9,475.1,0,0,SPX190719P02470000,0,0,6.8,7.1,0,7
SPXW190719C02470000,0,0,472.2,475.4,0,0,SPXW190719P02470000,0,0,6.8,7.2,0,78
SPX190719C02475000,0,0,467.1,470.3,0,0,SPX190719P02475000,7.16,-0.94,6.9,7.2,137,2338
SPXW190719C02475000,0,0,467.2,470.4,0,0,SPXW190719P02475000,0,0,7,7.3,0,177
SPX190719C02480000,0,0,462.5,465.7,0,0,SPX190719P02480000,6.8,-1.45,7.1,7.4,1740,3497
SPXW190719C02480000,0,0,462.4,465.5,0,0,SPXW190719P02480000,7.3,-1.05,7.1,7.5,2,103
SPX190719C02485000,0,0,457.4,460.6,0,0,SPX190719P02485000,0,0,7.2,7.5,0,7
SPXW190719C02485000,0,0,457.8,460.9,0,0,SPXW190719P02485000,0,0,7.3,7.6,0,13
SPX190719C02490000,0,0,452.6,455.8,0,0,SPX190719P02490000,0,0,7.4,7.7,0,8
SPXW190719C02490000,0,0,453,456.1,0,0,SPXW190719P02490000,0,0,7.4,7.8,0,23
SPX190719C02495000,0,0,448,451.2,0,0,SPX190719P02495000,0,0,7.5,7.8,0,3
SPXW190719C02495000,0,0,448.2,451.3,0,0,SPXW190719P02495000,0,0,7.6,7.9,0,8
SPX190719C02500000,0,0,443,446.2,0,2,SPX190719P02500000,7.73,-1.22,7.7,8,79,8657
SPXW190719C02500000,0,0,443.1,446.5,0,11,SPXW190719P02500000,8.3,-0.75,7.7,8.1,4,161
SPX190719C02505000,0,0,438.2,441.4,0,0,SPX190719P02505000,0,0,7.8,8.2,0,6
SPXW190719C02505000,0,0,438.3,441.7,0,0,SPXW190719P02505000,0,0,7.9,8.3,0,6
SPX190719C02510000,0,0,433.4,436.6,0,0,SPX190719P02510000,0,0,8,8.3,0,11
SPXW190719C02510000,0,0,433.5,436.9,0,0,SPXW190719P02510000,0,0,8.1,8.4,0,5
SPX190719C02515000,0,0,428.6,432,0,0,SPX190719P02515000,0,0,8.2,8.5,0,4
SPXW190719C02515000,0,0,429,432.1,0,0,SPXW190719P02515000,0,0,8.2,8.6,0,7
SPX190719C02520000,0,0,423.8,427.2,0,0,SPX190719P02520000,0,0,8.4,8.7,0,1980
SPXW190719C02520000,0,0,424.2,427.3,0,0,SPXW190719P02520000,0,0,8.4,8.8,0,36
SPX190719C02525000,0,0,419,422.4,0,1,SPX190719P02525000,8.6,-1.35,8.5,8.9,6000,7176
SPXW190719C02525000,0,0,419.4,422.5,0,0,SPXW190719P02525000,0,0,8.6,9,0,275
SPX190719C02530000,0,0,414.5,417.6,0,0,SPX190719P02530000,0,0,8.7,9,0,563
SPXW190719C02530000,0,0,414.4,417.5,0,0,SPXW190719P02530000,0,0,8.8,9.1,0,0
SPX190719C02535000,0,0,409.5,412.6,0,0,SPX190719P02535000,0,0,8.9,9.2,0,11
SPXW190719C02535000,0,0,409.8,412.9,0,0,SPXW190719P02535000,0,0,8.9,9.3,0,36
SPX190719C02540000,0,0,404.7,407.8,0,0,SPX190719P02540000,0,0,9.1,9.4,0,5
SPXW190719C02540000,0,0,405.1,408.1,0,0,SPXW190719P02540000,0,0,9.1,9.5,0,11
SPX190719C02545000,0,0,399.9,403.3,0,0,SPX190719P02545000,0,0,9.3,9.6,0,27
SPXW190719C02545000,0,0,400.1,403.1,0,0,SPXW190719P02545000,0,0,9.3,9.7,0,71
SPX190719C02550000,0,0,395.4,398.5,0,0,SPX190719P02550000,9.73,-1.42,9.5,9.8,43,3555
SPXW190719C02550000,0,0,395.3,398.6,0,1,SPXW190719P02550000,9.7,-1.5,9.5,9.9,10,80
SPX190719C02555000,0,0,390.4,393.5,0,0,SPX190719P02555000,9.85,-1.5,9.7,10,2,12
SPXW190719C02555000,0,0,390.8,393.8,0,0,SPXW190719P02555000,9.8,-1.65,9.7,10.1,10,64
SPX190719C02560000,0,0,385.9,389,0,0,SPX190719P02560000,0,0,9.9,10.2,0,18
SPXW190719C02560000,0,0,385.8,388.8,0,0,SPXW190719P02560000,0,0,9.9,10.4,0,7
SPX190719C02565000,0,0,381.1,384.2,0,0,SPX190719P02565000,0,0,10.1,10.5,0,2
SPXW190719C02565000,0,0,381.3,384.3,0,0,SPXW190719P02565000,0,0,10.1,10.6,0,40
SPX190719C02570000,0,0,376.1,379.2,0,1,SPX190719P02570000,10.45,-1.7,10.4,10.7,2,8
SPXW190719C02570000,0,0,376.3,379.3,0,0,SPXW190719P02570000,0,0,10.4,10.8,0,0
SPX190719C02575000,0,0,371.6,374.7,0,0,SPX190719P02575000,10.85,-1.55,10.6,10.9,8,2528
SPXW190719C02575000,0,0,371.6,374.6,0,0,SPXW190719P02575000,0,0,10.6,11,0,53
SPX190719C02580000,0,0,366.7,370,0,0,SPX190719P02580000,0,0,10.8,11.1,0,571
SPXW190719C02580000,0,0,367.1,370.1,0,0,SPXW190719P02580000,0,0,10.8,11.3,0,1
SPX190719C02585000,0,0,362,365,0,0,SPX190719P02585000,0,0,11.1,11.4,0,32
SPXW190719C02585000,0,0,362.1,365.1,0,0,SPXW190719P02585000,0,0,11.1,11.5,0,2
SPX190719C02590000,0,0,357.5,360.5,0,0,SPX190719P02590000,0,0,11.3,11.6,0,1214
SPXW190719C02590000,0,0,357.6,360.6,0,0,SPXW190719P02590000,12.16,-1.19,11.3,11.8,5,43
SPX190719C02595000,0,0,352.7,355.8,0,0,SPX190719P02595000,0,0,11.5,11.9,0,2046
SPXW190719C02595000,0,0,352.7,355.9,0,0,SPXW190719P02595000,0,0,11.6,12,0,3
SPX190719C02600000,0,0,347.8,351.1,0,0,SPX190719P02600000,12.05,-1.8,11.8,12.2,2988,11011
SPXW190719C02600000,0,0,348,351.2,0,0,SPXW190719P02600000,0,0,11.8,12.3,0,71
SPX190719C02605000,0,0,343.1,346.1,0,0,SPX190719P02605000,0,0,12,12.4,0,2
SPXW190719C02605000,0,0,343.3,346.2,0,0,SPXW190719P02605000,0,0,12.1,12.5,0,1
SPX190719C02610000,0,0,338.4,341.4,0,1,SPX190719P02610000,0,0,12.3,12.7,0,72
SPXW190719C02610000,0,0,338.6,341.5,0,0,SPXW190719P02610000,0,0,12.3,12.8,0,0
SPX190719C02615000,0,0,333.7,336.7,0,0,SPX190719P02615000,0,0,12.6,13,0,292
SPXW190719C02615000,0,0,333.9,336.8,0,0,SPXW190719P02615000,0,0,12.6,13.1,0,3
SPX190719C02620000,0,0,329.3,332.3,0,0,SPX190719P02620000,12.7,-2.45,12.8,13.2,251,261
SPXW190719C02620000,0,0,329.2,332.4,0,0,SPXW190719P02620000,0,0,12.9,13.4,0,0
SPX190719C02625000,0,0,324.4,327.4,0,0,SPX190719P02625000,13.1,-2.4,13.1,13.6,10,2294
SPXW190719C02625000,0,0,324.6,327.5,0,30,SPXW190719P02625000,13.3,-2.35,13.2,13.7,10,111
SPX190719C02630000,0,0,319.9,322.9,0,0,SPX190719P02630000,0,0,13.4,13.9,0,362
SPXW190719C02630000,0,0,319.9,323,0,31,SPXW190719P02630000,14.49,-1.46,13.5,14,5,9
SPX190719C02635000,0,0,315.1,318,0,0,SPX190719P02635000,0,0,13.7,14.2,0,1
SPXW190719C02635000,0,0,315.2,318.1,0,0,SPXW190719P02635000,0,0,13.8,14.3,0,10
SPX190719C02640000,0,0,310.4,313.6,0,0,SPX190719P02640000,14.2,-2.4,14,14.4,1,53
SPXW190719C02640000,0,0,310.6,313.7,0,12,SPXW190719P02640000,14.6,-2.15,14.1,14.6,4,24
SPX190719C02645000,0,0,305.8,308.7,0,0,SPX190719P02645000,0,0,14.3,14.8,0,22
SPXW190719C02645000,0,0,306,308.8,0,0,SPXW190719P02645000,0,0,14.4,14.9,0,25
SPX190719C02650000,0,0,301.1,304.3,0,9,SPX190719P02650000,14.8,-2.55,14.7,15.1,2269,9562
SPXW190719C02650000,0,0,301.5,304.4,0,1,SPXW190719P02650000,15,-2.45,14.7,15.2,20,164
SPX190719C02655000,0,0,296.5,299.4,0,0,SPX190719P02655000,15.1,-2.65,15,15.5,6,85
SPXW190719C02655000,0,0,296.7,299.5,0,1,SPXW190719P02655000,0,0,15.1,15.6,0,96
SPX190719C02660000,0,0,292.1,295,0,0,SPX190719P02660000,0,0,15.3,15.8,0,134
SPXW190719C02660000,0,0,292.1,295.1,0,0,SPXW190719P02660000,0,0,15.4,15.9,0,114
SPX190719C02665000,0,0,287.5,290.4,0,0,SPX190719P02665000,0,0,15.7,16.2,0,181
SPXW190719C02665000,0,0,287.5,290.5,0,0,SPXW190719P02665000,0,0,15.8,16.3,0,32
SPX190719C02670000,0,0,282.9,285.8,0,0,SPX190719P02670000,0,0,16.1,16.5,0,676
SPXW190719C02670000,284.41,23.86,282.9,285.9,50,50,SPXW190719P02670000,0,0,16.1,16.7,0,45
SPX190719C02675000,0,0,278.3,281.2,0,118,SPX190719P02675000,16.4,-3.1,16.4,16.9,17,6976
SPXW190719C02675000,0,0,278.3,281.3,0,2,SPXW190719P02675000,0,0,16.5,17,0,160
SPX190719C02680000,0,0,273.7,276.6,0,0,SPX190719P02680000,0,0,16.8,17.3,0,667
SPXW190719C02680000,0,0,273.7,276.7,0,1,SPXW190719P02680000,0,0,16.9,17.4,0,55
SPX190719C02685000,0,0,269,271.8,0,0,SPX190719P02685000,0,0,17.2,17.7,0,424
SPXW190719C02685000,0,0,269.2,271.9,0,0,SPXW190719P02685000,0,0,17.3,17.8,0,47
SPX190719C02690000,0,0,264.4,267.2,0,0,SPX190719P02690000,0,0,17.6,18.1,0,10138
SPXW190719C02690000,0,0,264.6,267.3,0,1,SPXW190719P02690000,0,0,17.7,18.2,0,27
SPX190719C02695000,0,0,260.1,262.9,0,0,SPX190719P02695000,0,0,18,18.5,0,1765
SPXW190719C02695000,261.63,23.53,260.1,262.8,50,50,SPXW190719P02695000,0,0,18.1,18.7,0,54
SPX190719C02700000,255.1,21.65,255.5,258.3,1,49,SPX190719P02700000,18.73,-3.17,18.4,19,185,13241
SPXW190719C02700000,0,0,255.5,258.2,0,3,SPXW190719P02700000,0,0,18.5,19.1,0,152
SPX190719C02705000,0,0,251,253.8,0,0,SPX190719P02705000,18.73,-3.67,18.8,19.4,1560,1763
SPXW190719C02705000,0,0,251,253.9,0,1,SPXW190719P02705000,19.7,-2.85,19,19.6,6,16
SPX190719C02710000,0,0,246.3,249.3,0,0,SPX190719P02710000,0,0,19.3,19.9,0,207
SPXW190719C02710000,0,0,246.5,249.4,0,0,SPXW190719P02710000,0,0,19.4,20,0,42
SPX190719C02715000,0,0,241.8,244.5,0,0,SPX190719P02715000,0,0,19.8,20.3,0,4038
SPXW190719C02715000,0,0,242,244.9,0,0,SPXW190719P02715000,0,0,19.9,20.4,0,20
SPX190719C02720000,0,0,237.5,240.2,0,3,SPX190719P02720000,0,0,20.2,20.7,0,962
SPXW190719C02720000,0,0,237.5,240.4,0,0,SPXW190719P02720000,0,0,20.3,20.9,0,118
SPX190719C02725000,0,0,232.8,235.5,0,48,SPX190719P02725000,20.55,-4.1,20.7,21.3,6723,11024
SPXW190719C02725000,0,0,233.3,235.9,0,1,SPXW190719P02725000,0,0,20.8,21.4,0,362
SPX190719C02730000,0,0,228.4,231.1,0,0,SPX190719P02730000,20.98,-4.27,21.2,21.8,1560,1751
SPXW190719C02730000,0,0,228.8,231.4,0,1,SPXW190719P02730000,21.45,-3.95,21.3,21.9,1,17
SPX190719C02735000,0,0,224.1,226.8,0,0,SPX190719P02735000,0,0,21.7,22.3,0,1102
SPXW190719C02735000,0,0,224.1,226.9,0,3,SPXW190719P02735000,0,0,21.8,22.4,0,44
SPX190719C02740000,0,0,219.5,222.3,0,2,SPX190719P02740000,0,0,22.2,22.8,0,124
SPXW190719C02740000,0,0,219.9,222.5,0,1,SPXW190719P02740000,22.45,-4.2,22.3,23,1,22
SPX190719C02745000,0,0,215.1,217.7,0,0,SPX190719P02745000,0,0,22.7,23.3,0,355
SPXW190719C02745000,0,0,215.5,218,0,1,SPXW190719P02745000,23,-4.3,22.9,23.5,97,97
SPX190719C02750000,0,0,210.8,213.5,0,800,SPX190719P02750000,23.6,-4.2,23.2,23.9,1910,12645
SPXW190719C02750000,0,0,211.1,213.6,0,412,SPXW190719P02750000,25.54,-2.46,23.4,24.1,5,421
SPX190719C02755000,193.8,8.4,206.3,208.9,1,0,SPX190719P02755000,0,0,23.8,24.5,0,80
SPXW190719C02755000,0,0,206.7,209.2,0,0,SPXW190719P02755000,0,0,24,24.6,0,19
SPX190719C02760000,0,0,202.1,204.7,0,0,SPX190719P02760000,24.3,-4.85,24.4,25,2,249
SPXW190719C02760000,0,0,202.3,204.8,0,0,SPXW190719P02760000,0,0,24.6,25.2,0,43
SPX190719C02765000,0,0,197.7,200.3,0,0,SPX190719P02765000,0,0,25,25.6,0,5
SPXW190719C02765000,0,0,197.8,200.4,0,12,SPXW190719P02765000,0,0,25.2,25.8,0,1
SPX190719C02770000,0,0,193.4,195.9,0,2,SPX190719P02770000,26.37,-4.28,25.6,26.3,80,191
SPXW190719C02770000,0,0,193.5,195.9,0,0,SPXW190719P02770000,28.22,-2.58,25.8,26.5,5,50
SPX190719C02775000,0,0,189.1,191.6,0,1269,SPX190719P02775000,26.11,-5.29,26.2,27,134,5455
SPXW190719C02775000,0,0,189.1,191.7,0,54,SPXW190719P02775000,27,-4.6,26.4,27.1,3,167
SPX190719C02780000,0,0,184.8,187.3,0,8,SPX190719P02780000,0,0,26.9,27.6,0,366
SPXW190719C02780000,0,0,185,187.4,0,0,SPXW190719P02780000,0,0,27.1,27.8,0,50
SPX190719C02785000,0,0,180.5,183,0,0,SPX190719P02785000,27.32,-5.68,27.5,28.2,1,155
SPXW190719C02785000,0,0,180.8,183.1,0,3,SPXW190719P02785000,0,0,27.8,28.4,0,70
SPX190719C02790000,0,0,176.2,178.7,0,19,SPX190719P02790000,29.6,-4.25,28.2,28.9,100,219
SPXW190719C02790000,0,0,176.5,178.8,0,8,SPXW190719P02790000,29.5,-4.55,28.5,29.1,10,225
SPX190719C02795000,0,0,172,174.4,0,1,SPX190719P02795000,0,0,28.9,29.7,0,101
SPXW190719C02795000,0,0,172.2,174.6,0,49,SPXW190719P02795000,0,0,29.2,29.9,0,127
SPX190719C02800000,167.8,19.95,167.8,170.2,10,4576,SPX190719P02800000,30.13,-5.42,29.7,30.4,4630,11852
SPXW190719C02800000,0,0,168,170.3,0,63,SPXW190719P02800000,30.2,-5.6,29.9,30.6,86,448
SPX190719C02805000,0,0,163.5,165.9,0,7,SPX190719P02805000,30.44,-6.11,30.4,31.2,2,3
SPXW190719C02805000,0,0,163.8,166.1,0,552,SPXW190719P02805000,0,0,30.7,31.4,0,81
SPX190719C02810000,0,0,159.4,161.7,0,5,SPX190719P02810000,31.6,-5.85,31.2,32,3,59
SPXW190719C02810000,160,20.05,159.7,161.9,1,16,SPXW190719P02810000,31.23,-6.47,31.4,32.1,1,54
SPX190719C02815000,0,0,155.2,157.5,0,202,SPX190719P02815000,0,0,32,32.8,0,823
SPXW190719C02815000,155.6,19.65,155.3,157.5,2,2,SPXW190719P02815000,32.8,-5.85,32.2,33,23,74
SPX190719C02820000,0,0,151.1,153.4,0,1000,SPX190719P02820000,0,0,32.8,33.6,0,501
SPXW190719C02820000,150.7,18.75,151.4,153.6,1,1,SPXW190719P02820000,32.74,-6.91,33,33.8,1,14
SPX190719C02825000,147.2,19.35,147,149.3,17,1199,SPX190719P02825000,33.88,-6.57,33.7,34.5,1406,7075
SPXW190719C02825000,146.3,18.25,147.1,149.2,2,64,SPXW190719P02825000,33.56,-7.14,33.9,34.7,1,40
SPX190719C02830000,0,0,142.9,145.2,0,1,SPX190719P02830000,34.56,-6.94,34.5,35.3,4,19
SPXW190719C02830000,143.4,19.25,143,145.1,1,64,SPXW190719P02830000,0,0,34.8,35.6,0,90
SPX190719C02835000,0,0,138.9,141.1,0,2,SPX190719P02835000,0,0,35.4,36.2,0,5
SPXW190719C02835000,0,0,139.2,141.2,0,40,SPXW190719P02835000,35.47,-7.33,35.7,36.5,2,125
SPX190719C02840000,0,0,134.7,136.8,0,1201,SPX190719P02840000,36.55,-7.15,36.4,37.3,4,265
SPXW190719C02840000,0,0,135,137,0,64,SPXW190719P02840000,0,0,36.6,37.5,0,5
SPX190719C02845000,0,0,130.7,132.8,0,44,SPX190719P02845000,43.3,-1.6,37.3,38.2,3,22
SPXW190719C02845000,131.4,18.75,131,133,1,45,SPXW190719P02845000,0,0,37.5,38.4,0,0
SPX190719C02850000,127.42,18.72,126.7,128.8,2,5201,SPX190719P02850000,38.08,-8.02,38.3,39.2,4311,16853
SPXW190719C02850000,0,0,127,129,0,122,SPXW190719P02850000,42,-4.4,38.5,39.5,1,7
SPX190719C02855000,0,0,122.8,124.9,0,9,SPX190719P02855000,0,0,39.3,40.3,0,85
SPXW190719C02855000,0,0,123.3,125.2,0,41,SPXW190719P02855000,41.1,-6.5,39.5,40.5,2,1
SPX190719C02860000,0,0,119.1,121.1,0,266,SPX190719P02860000,40.98,-7.62,40.4,41.4,17,2621
SPXW190719C02860000,0,0,119.2,121.1,0,17,SPXW190719P02860000,0,0,40.6,41.6,0,409
SPX190719C02865000,0,0,115.2,117.2,0,5,SPX190719P02865000,0,0,41.5,42.5,0,906
SPXW190719C02865000,0,0,115.4,117.4,0,50,SPXW190719P02865000,0,0,41.7,42.7,0,55
SPX190719C02870000,0,0,111.2,113.2,0,305,SPX190719P02870000,0,0,42.5,43.5,0,737
SPXW190719C02870000,102.92,8.67,111.5,113.4,3,206,SPXW190719P02870000,43.5,-8.1,42.8,43.8,1,81
SPX190719C02875000,107.35,16.95,107.5,109.4,19,5328,SPX190719P02875000,43.65,-9.05,43.8,44.8,557,4533
SPXW190719C02875000,0,0,107.8,109.6,0,96,SPXW190719P02875000,0,0,44,45,0,65
SPX190719C02880000,0,0,103.7,105.6,0,62,SPX190719P02880000,44.93,-9.27,44.9,45.9,2,50
SPXW190719C02880000,103.2,16.05,104,105.8,1,51,SPXW190719P02880000,46.76,-7.69,45.2,46.2,11,110
SPX190719C02885000,0,0,100,101.9,0,118,SPX190719P02885000,0,0,46.2,47.2,0,5
SPXW190719C02885000,0,0,100.3,102.1,0,58,SPXW190719P02885000,46.26,-9.69,46.3,47.5,1,78
SPX190719C02890000,0,0,96.4,98.2,0,552,SPX190719P02890000,48.13,-9.12,47.5,48.6,32,438
SPXW190719C02890000,96,15.65,96.7,98.4,4,57,SPXW190719P02890000,53.4,-4.15,47.6,48.8,10,63
SPX190719C02895000,0,0,92.7,94.7,0,30,SPX190719P02895000,0,0,48.8,49.9,0,56
SPXW190719C02895000,92.3,15.35,93.1,94.9,8,58,SPXW190719P02895000,0,0,48.9,50.2,0,62
SPX190719C02900000,89.8,16.35,89.2,91,53,15581,SPX190719P02900000,50.32,-10.23,50.1,51.3,4546,15849
SPXW190719C02900000,89.5,0.72,89.5,91.3,13,438,SPXW190719P02900000,51.35,-9.5,50.3,51.6,16,123
SPX190719C02905000,0,0,85.7,87.4,0,35,SPX190719P02905000,0,0,51.5,52.8,0,57
SPXW190719C02905000,85.6,15.15,86,87.6,8,78,SPXW190719P02905000,0,0,51.7,53,0,26
SPX190719C02910000,82.04,15.04,82.2,83.9,20,1357,SPX190719P02910000,53.6,-10.45,53,54.2,91,4003
SPXW190719C02910000,0,0,82.5,84.1,0,44,SPXW190719P02910000,0,0,53.2,54.5,0,221
SPX190719C02915000,0,0,79,80.5,0,4409,SPX190719P02915000,54.47,-11.48,54.6,55.9,2,2639
SPXW190719C02915000,0,0,79.1,80.8,0,141,SPXW190719P02915000,0,0,54.7,56.1,0,79
SPX190719C02920000,0,0,75.5,77.2,0,307,SPX190719P02920000,62.4,-5.45,56.1,57.5,100,151
SPXW190719C02920000,0,0,75.8,77.4,0,11,SPXW190719P02920000,56.95,-11.2,56.4,57.7,6,23
SPX190719C02925000,73,15.15,72.2,73.7,521,3125,SPX190719P02925000,57.75,-12.1,57.7,59.2,760,1297
SPXW190719C02925000,0,0,72.5,74.1,0,317,SPXW190719P02925000,0,0,58,59.4,0,8
SPX190719C02930000,61.42,6.47,69.1,70.5,1,177,SPX190719P02930000,60.2,-11.65,59.5,60.9,1,16
SPXW190719C02930000,0,0,69.2,70.8,0,40,SPXW190719P02930000,59.5,-12.65,59.8,61.1,1,4
SPX190719C02935000,0,0,65.8,67.3,0,2,SPX190719P02935000,0,0,61.2,62.7,0,0
SPXW190719C02935000,66.28,13.88,66.1,67.6,4,12,SPXW190719P02935000,0,0,61.4,62.9,0,2
SPX190719C02940000,0,0,62.7,64.1,0,1610,SPX190719P02940000,0,0,63.1,64.6,0,36
SPXW190719C02940000,0,0,63,64.3,0,25,SPXW190719P02940000,65.9,-10.6,63.4,64.8,12,7
SPX190719C02945000,0,0,59.6,61.1,0,178,SPX190719P02945000,0,0,65,66.5,0,202
SPXW190719C02945000,60.11,13.21,59.9,61.4,2,30,SPXW190719P02945000,0,0,65.1,66.7,0,3
SPX190719C02950000,57.3,13.25,56.7,58.1,2013,4517,SPX190719P02950000,67.1,-13.8,66.8,68.5,9,819
SPXW190719C02950000,57.27,12.97,57,58.4,8,92,SPXW190719P02950000,0,0,67.1,68.7,0,10
SPX190719C02955000,54,12.5,53.8,55.2,22,105,SPX190719P02955000,0,0,69,70.6,0,25
SPXW190719C02955000,0,0,54.1,55.3,0,96,SPXW190719P02955000,0,0,69.1,70.8,0,3
SPX190719C02960000,48.46,9.36,51.1,52.3,100,125,SPX190719P02960000,0,0,71.1,72.6,0,0
SPXW190719C02960000,46.3,6.95,51.3,52.6,3,58,SPXW190719P02960000,0,0,71.4,72.9,0,13
SPX190719C02965000,0,0,48.4,49.5,0,3,SPX190719P02965000,0,0,73.3,75,0,1
SPXW190719C02965000,0,0,48.5,49.8,0,32,SPXW190719P02965000,0,0,73.6,75.2,0,1
SPX190719C02970000,45.25,10.75,45.6,46.9,6,16,SPX190719P02970000,75.75,-15.4,75.5,77.3,3,3
SPXW190719C02970000,0,0,45.9,47,0,105,SPXW190719P02970000,0,0,75.7,77.5,0,0
SPX190719C02975000,42.25,9.9,43.2,44.3,6,9383,SPX190719P02975000,0,0,77.9,79.8,0,9
SPXW190719C02975000,38.8,6.2,43.3,44.4,4,265,SPXW190719P02975000,79.85,-14.4,78.2,79.9,3,3
SPX190719C02980000,41.39,11.14,40.7,41.7,1,567,SPX190719P02980000,0,0,80.2,82.1,0,0
SPXW190719C02980000,0,0,40.8,41.9,0,223,SPXW190719P02980000,0,0,80.6,82.4,0,0
SPX190719C02985000,0,0,38.3,39.3,0,77,SPX190719P02985000,0,0,82.8,84.8,0,0
SPXW190719C02985000,0,0,38.4,39.5,0,56,SPXW190719P02985000,0,0,83,85,0,0
SPX190719C02990000,0,0,36,37,0,1500,SPX190719P02990000,0,0,85.5,87.5,0,1
SPXW190719C02990000,0,0,36.1,37.1,0,78,SPXW190719P02990000,0,0,85.7,87.6,0,0
SPX190719C02995000,0,0,33.7,34.7,0,2,SPX190719P02995000,0,0,88.2,90.3,0,0
SPXW190719C02995000,0,0,33.9,34.9,0,32,SPXW190719P02995000,0,0,88.3,90.2,0,0
SPX190719C03000000,32,9.1,31.6,32.5,2521,12030,SPX190719P03000000,91.35,-17.9,91,93.1,28,315
SPXW190719C03000000,30.82,0.72,31.8,32.7,100,230,SPXW190719P03000000,0,0,91.1,93.1,0,11
SPX190719C03005000,29.4,8.15,29.6,30.5,40,628,SPX190719P03005000,0,0,93.9,96.1,0,0
SPXW190719C03005000,0,0,29.7,30.6,0,68,SPXW190719P03005000,0,0,94.1,96.2,0,3
SPX190719C03010000,27.6,7.85,27.6,28.5,40,47,SPX190719P03010000,0,0,96.9,99.1,0,0
SPXW190719C03010000,27.61,7.71,27.8,28.6,12,844,SPXW190719P03010000,0,0,97.1,99.2,0,2
SPX190719C03015000,25.5,7.2,25.7,26.6,2,3,SPX190719P03015000,0,0,99.7,102.3,0,0
SPXW190719C03015000,25.78,7.33,26,26.8,16,762,SPXW190719P03015000,0,0,100.2,102.4,0,0
SPX190719C03020000,23.71,6.76,24,24.8,4,12,SPX190719P03020000,0,0,102.9,105.3,0,0
SPXW190719C03020000,24.58,7.48,24.2,25,51,98,SPXW190719P03020000,0,0,103.1,105.6,0,0
SPX190719C03025000,22.8,7.1,22.3,23.1,516,5788,SPX190719P03025000,113.35,-13.55,106.2,108.6,24,24
SPXW190719C03025000,22.69,6.89,22.5,23.3,16,118,SPXW190719P03025000,0,0,106.4,108.9,0,20
SPX190719C03030000,0,0,20.7,21.5,0,2000,SPX190719P03030000,0,0,109.5,112,0,0
SPXW190719C03030000,20.05,5.4,21,21.7,8,28,SPXW190719P03030000,0,0,109.7,112.3,0,0
SPX190719C03035000,0,0,19.3,20,0,70,SPX190719P03035000,0,0,113,115.5,0,0
SPXW190719C03035000,0,0,19.5,20.2,0,115,SPXW190719P03035000,0,0,113.2,115.8,0,0
SPX190719C03040000,0,0,17.9,18.6,0,1332,SPX190719P03040000,0,0,116.5,119.1,0,0
SPXW190719C03040000,18.65,6.15,18,18.7,957,993,SPXW190719P03040000,0,0,116.7,119.4,0,0
SPX190719C03045000,0,0,16.6,17.3,0,184,SPX190719P03045000,0,0,120.1,123,0,0
SPXW190719C03045000,0,0,16.7,17.4,0,43,SPXW190719P03045000,0,0,120.3,123.1,0,0
SPX190719C03050000,15.5,4.9,15.4,16.1,6605,15002,SPX190719P03050000,0,0,123.8,126.8,0,10
SPXW190719C03050000,15.65,5,15.5,16.2,3,70,SPXW190719P03050000,0,0,124.2,126.8,0,19
SPX190719C03055000,11.1,1.35,14.2,14.9,61,121,SPX190719P03055000,0,0,127.6,130.6,0,0
SPXW190719C03055000,10.7,0.85,14.4,15,1,70,SPXW190719P03055000,0,0,127.8,130.7,0,0
SPX190719C03060000,13,3.95,13.2,13.8,10,20,SPX190719P03060000,0,0,131.5,134.3,0,0
SPXW190719C03060000,12.93,3.78,13.3,13.9,11,55,SPXW190719P03060000,0,0,131.7,134.6,0,0
SPX190719C03065000,0,0,12.2,12.8,0,10,SPX190719P03065000,0,0,135.7,138.6,0,0
SPXW190719C03065000,12.3,3.85,12.3,12.9,14,65,SPXW190719P03065000,0,0,135.6,138.6,0,0
SPX190719C03070000,0,0,11.3,11.9,0,51,SPX190719P03070000,0,0,139.7,142.6,0,0
SPXW190719C03070000,11.4,3.6,11.4,12,14,62,SPXW190719P03070000,0,0,139.6,142.7,0,0
SPX190719C03075000,10.23,3.08,10.5,11.1,101,9570,SPX190719P03075000,0,0,143.6,146.5,0,24
SPXW190719C03075000,10.65,3.4,10.6,11.1,91,491,SPXW190719P03075000,0,0,143.7,146.6,0,0
SPX190719C03080000,9.55,2.9,9.7,10.2,13,31,SPX190719P03080000,0,0,148,151,0,0
SPXW190719C03080000,9.4,2.7,9.8,10.3,10,320,SPXW190719P03080000,0,0,148.1,151,0,0
